employee_id,department,level,location,hire_date,tenure_months,is_active,gender,age_group
EMP-02398,Sales,IC1,Seattle,2023-06-14,30.0,True,M,41-50
EMP-02399,Product,Senior,Seattle,2021-06-13,54.4,True,F,31-40
EMP-02400,Customer Success,IC1,New York,2024-04-24,19.5,True,NB,22-30
EMP-02401,HR,IC1,Seattle,2020-01-21,71.4,True,M,41-50
EMP-02402,Engineering,IC2,Austin,2022-06-29,41.7,True,F,31-40
EMP-02403,Operations,Manager,New York,2024-10-26,13.4,True,M,51-60
EMP-02404,Sales,IC1,Remote,2022-05-16,43.2,True,F,41-50
EMP-02405,Engineering,IC2,Austin,2022-03-04,45.6,False,F,31-40
EMP-02406,Sales,IC2,Seattle,2024-03-23,20.6,True,F,31-40
EMP-02407,Sales,Senior,Remote,2020-04-09,68.7,True,M,31-40
EMP-02408,Operations,IC1,New York,2022-01-21,47.0,True,F,51-60
EMP-02409,Engineering,Senior,Austin,2021-04-22,56.1,True,F,22-30
EMP-02410,Operations,Senior,Remote,2024-06-10,18.0,True,M,31-40
EMP-02411,Marketing,Senior,New York,2023-08-14,28.0,True,M,41-50
EMP-02412,Engineering,Manager,San Francisco,2022-07-28,40.7,True,F,31-40
EMP-02413,Customer Success,Senior,New York,2021-06-09,54.5,False,F,31-40
EMP-02414,Sales,IC1,Seattle,2020-11-29,60.9,True,M,31-40
EMP-02415,Product,IC2,Seattle,2020-01-02,72.0,True,F,22-30
EMP-02416,Sales,IC2,New York,2021-01-09,59.6,True,M,31-40
EMP-02417,Operations,IC1,Seattle,2020-10-19,62.3,True,M,51-60
EMP-02418,Product,IC2,Seattle,2022-04-16,44.2,True,F,31-40
EMP-02419,Engineering,IC2,Seattle,2022-10-01,38.6,True,M,22-30
EMP-02420,Engineering,IC2,New York,2021-07-06,53.6,True,M,31-40
EMP-02421,Product,Manager,San Francisco,2020-11-13,61.5,True,M,22-30
EMP-02422,Finance,IC1,Austin,2024-03-05,21.2,True,F,51-60
EMP-02423,Sales,Manager,San Francisco,2021-01-15,59.4,True,M,31-40
EMP-02424,Engineering,IC2,San Francisco,2024-07-04,17.2,True,NB,51-60
EMP-02425,Engineering,IC2,San Francisco,2020-01-14,71.6,True,M,31-40
EMP-02426,Product,Senior,Austin,2021-05-18,55.3,True,F,41-50
EMP-02427,Customer Success,IC2,San Francisco,2020-08-18,64.4,True,M,31-40
EMP-02428,Product,IC2,Remote,2023-01-12,35.1,False,M,22-30
EMP-02429,Customer Success,IC2,Remote,2020-05-09,67.7,True,F,22-30
EMP-02430,Sales,IC2,Remote,2024-11-01,13.2,True,M,41-50
EMP-02431,Engineering,Manager,Remote,2022-04-17,44.1,True,M,31-40
EMP-02432,Operations,Senior,San Francisco,2023-03-14,33.1,True,M,31-40
EMP-02433,Sales,IC1,New York,2022-06-09,42.4,True,M,41-50
EMP-02434,HR,IC1,Austin,2020-01-28,71.1,True,M,22-30
EMP-02435,Customer Success,IC2,Austin,2020-03-06,69.9,True,F,31-40
EMP-02436,Engineering,IC1,Remote,2023-04-01,32.5,True,F,41-50
EMP-02437,Engineering,IC2,Austin,2023-06-06,30.3,True,M,31-40
EMP-02438,HR,IC1,Remote,2020-09-17,63.4,True,M,41-50
EMP-02439,Product,IC2,San Francisco,2024-01-12,23.0,True,M,31-40
EMP-02440,Engineering,IC1,Remote,2023-12-18,23.8,True,M,31-40
EMP-02441,Engineering,IC1,Austin,2021-04-04,56.7,True,F,22-30
EMP-02442,Engineering,Senior,Austin,2024-08-26,15.4,True,F,51-60
EMP-02443,Finance,IC2,San Francisco,2020-10-27,62.0,True,M,51-60
EMP-02444,Engineering,Manager,Austin,2022-07-07,41.4,True,M,51-60
EMP-02445,Sales,Senior,Remote,2023-08-19,27.8,True,F,31-40
EMP-02446,Marketing,IC2,Seattle,2020-10-13,62.5,True,M,41-50
EMP-02447,Sales,IC1,New York,2023-11-19,24.8,True,M,31-40
EMP-02448,Engineering,Senior,San Francisco,2022-10-30,37.6,False,F,31-40
EMP-02449,Finance,Manager,Remote,2024-09-26,14.4,True,F,41-50
EMP-02450,Engineering,Senior,San Francisco,2021-09-21,51.1,True,M,22-30
EMP-02451,Finance,IC1,Seattle,2020-09-26,63.1,True,F,22-30
EMP-02452,Operations,Manager,San Francisco,2021-08-14,52.3,False,M,31-40
EMP-02453,Sales,IC1,Austin,2024-06-16,17.8,True,F,41-50
EMP-02454,Sales,Senior,Seattle,2022-04-23,43.9,True,M,31-40
EMP-02455,Sales,Manager,New York,2022-05-11,43.3,True,F,31-40
EMP-02456,Product,IC1,Remote,2023-10-16,25.9,True,F,51-60
EMP-02457,Operations,Manager,Remote,2023-07-04,29.4,True,M,31-40
EMP-02458,Operations,IC1,Seattle,2020-05-12,67.6,True,F,22-30
EMP-02459,Product,Manager,Remote,2023-07-23,28.7,True,F,41-50
EMP-02460,Marketing,IC1,Austin,2024-12-04,12.1,True,M,41-50
EMP-02461,Customer Success,Manager,Seattle,2024-09-02,15.2,True,F,22-30
EMP-02462,Customer Success,IC1,Seattle,2022-08-29,39.7,True,F,41-50
EMP-02463,Sales,Senior,Seattle,2021-05-27,55.0,True,F,22-30
EMP-02464,Sales,IC2,Remote,2020-11-08,61.6,False,M,31-40
EMP-02465,Product,IC2,Seattle,2021-07-29,52.9,True,M,31-40
EMP-02466,Customer Success,IC1,Seattle,2022-06-04,42.5,True,M,31-40
EMP-02467,Engineering,Senior,Austin,2023-07-31,28.5,True,M,31-40
EMP-02468,Marketing,IC1,New York,2023-02-18,33.9,True,M,51-60
EMP-02469,Product,IC2,Austin,2023-02-04,34.4,True,M,41-50
EMP-02470,Product,IC1,Austin,2021-11-17,49.2,True,M,51-60
EMP-02471,Sales,Manager,Seattle,2023-05-12,31.1,True,M,41-50
EMP-02472,Customer Success,IC1,Remote,2020-06-13,66.6,True,M,22-30
EMP-02473,Engineering,IC1,Seattle,2020-10-31,61.9,True,F,31-40
EMP-02474,Marketing,IC1,New York,2024-02-29,21.4,True,F,51-60
EMP-02475,Engineering,IC2,New York,2024-07-13,16.9,True,M,41-50
EMP-02476,Engineering,IC1,Seattle,2024-04-28,19.4,True,M,51-60
EMP-02477,Sales,IC2,Remote,2020-06-04,66.9,True,M,22-30
EMP-02478,Sales,Senior,San Francisco,2023-10-22,25.7,True,M,31-40
EMP-02479,Product,Senior,Seattle,2024-10-08,14.0,True,M,31-40
EMP-02480,Product,IC2,Remote,2021-09-11,51.4,True,F,31-40
EMP-02481,Engineering,IC1,New York,2023-06-28,29.6,True,M,31-40
EMP-02482,Product,Senior,Austin,2022-08-14,40.2,True,F,31-40
EMP-02483,Customer Success,IC1,New York,2020-11-29,60.9,True,M,41-50
EMP-02484,Customer Success,Senior,Remote,2024-07-23,16.5,True,M,31-40
EMP-02485,Product,IC1,Seattle,2022-08-26,39.8,True,F,22-30
EMP-02486,Marketing,IC2,Seattle,2021-05-25,55.0,False,F,41-50
EMP-02487,Operations,IC2,San Francisco,2023-08-09,28.2,True,F,31-40
EMP-02488,Engineering,Senior,Seattle,2022-11-09,37.3,True,F,31-40
EMP-02489,Operations,IC1,Austin,2020-10-08,62.7,True,M,31-40
EMP-02490,Customer Success,IC2,San Francisco,2022-03-07,45.5,True,F,51-60
EMP-02491,Engineering,IC1,Seattle,2022-10-21,37.9,True,M,31-40
EMP-02492,Engineering,Senior,Seattle,2020-04-28,68.1,False,F,51-60
EMP-02493,Customer Success,Manager,Austin,2022-11-24,36.8,True,M,31-40
EMP-02494,Sales,IC2,Remote,2020-07-16,65.5,True,M,31-40
EMP-02495,Engineering,IC2,San Francisco,2021-04-29,55.9,True,F,31-40
EMP-02496,Product,Manager,New York,2024-11-15,12.7,False,M,31-40
EMP-02497,Sales,IC2,Seattle,2022-12-18,36.0,True,M,31-40
EMP-02498,HR,IC2,New York,2022-04-16,44.2,True,M,41-50
EMP-02499,Finance,IC2,Seattle,2023-03-30,32.6,True,F,22-30
EMP-02500,Customer Success,Senior,San Francisco,2022-10-05,38.4,True,F,41-50
EMP-02501,Product,IC1,New York,2021-11-21,49.0,True,F,41-50
EMP-02502,Sales,Senior,Remote,2023-05-14,31.1,True,F,41-50
EMP-02503,Sales,IC2,San Francisco,2022-11-01,37.5,True,F,31-40
EMP-02504,Sales,IC1,Austin,2021-05-04,55.7,True,M,51-60
EMP-02505,Engineering,Senior,New York,2020-10-02,62.9,True,M,31-40
EMP-02506,Customer Success,IC2,Remote,2021-11-23,49.0,True,F,22-30
EMP-02507,Operations,IC1,San Francisco,2020-08-29,64.0,True,M,41-50
EMP-02508,Sales,IC2,San Francisco,2023-05-24,30.7,True,M,22-30
EMP-02509,Marketing,Senior,Remote,2023-06-28,29.6,True,M,41-50
EMP-02510,Engineering,Senior,Seattle,2020-05-05,67.9,True,F,22-30
EMP-02511,Sales,Manager,Seattle,2020-08-04,64.8,True,M,22-30
EMP-02512,HR,Senior,Seattle,2023-08-22,27.7,True,F,22-30
EMP-02513,Sales,IC1,Remote,2023-04-23,31.8,True,F,31-40
EMP-02514,Customer Success,IC2,Seattle,2022-11-28,36.6,True,F,22-30
EMP-02515,Marketing,Senior,Remote,2023-05-31,30.5,True,NB,22-30
EMP-02516,Product,IC2,San Francisco,2023-04-22,31.8,True,M,41-50
EMP-02517,Finance,IC2,Seattle,2021-05-09,55.6,False,F,41-50
EMP-02518,Engineering,IC2,San Francisco,2021-03-02,57.8,True,F,41-50
EMP-02519,Product,IC2,Seattle,2023-04-16,32.0,False,F,41-50
EMP-02520,Product,Manager,New York,2022-07-07,41.4,True,F,31-40
EMP-02521,Sales,IC2,Austin,2023-12-22,23.7,True,M,51-60
EMP-02522,Finance,IC2,San Francisco,2023-08-10,28.1,True,F,31-40
EMP-02523,Sales,Manager,Seattle,2020-05-30,67.0,True,M,31-40
EMP-02524,Finance,IC2,Austin,2021-01-18,59.3,True,NB,41-50
EMP-02525,Marketing,IC1,Remote,2024-07-19,16.7,True,F,22-30
EMP-02526,Product,IC2,Austin,2020-11-03,61.8,True,F,41-50
EMP-02527,Operations,Senior,Remote,2023-09-21,26.7,True,F,31-40
EMP-02528,Engineering,Senior,Seattle,2022-01-15,47.2,True,M,22-30
EMP-02529,Engineering,Senior,Remote,2022-06-10,42.3,True,M,22-30
EMP-02530,Sales,Senior,San Francisco,2021-01-09,59.6,True,F,22-30
EMP-02531,Product,IC1,Seattle,2022-10-28,37.7,True,M,51-60
EMP-02532,Engineering,Senior,Remote,2023-09-26,26.6,True,M,51-60
EMP-02533,Marketing,Senior,Remote,2020-05-08,67.8,True,F,31-40
EMP-02534,Sales,IC1,Austin,2022-10-11,38.2,True,M,31-40
EMP-02535,Sales,IC1,Seattle,2024-12-04,12.1,True,F,22-30
EMP-02536,Customer Success,Manager,Seattle,2021-10-30,49.8,True,M,41-50
EMP-02537,Marketing,Senior,San Francisco,2023-10-07,26.2,True,F,22-30
EMP-02538,Operations,Senior,Remote,2023-10-13,26.0,False,F,51-60
EMP-02539,Engineering,Senior,Seattle,2021-05-31,54.8,True,M,41-50
EMP-02540,Marketing,IC2,Remote,2024-02-27,21.4,False,M,51-60
EMP-02541,Operations,IC2,Seattle,2020-03-26,69.2,True,M,31-40
EMP-02542,Marketing,IC2,Remote,2023-04-13,32.1,True,NB,41-50
EMP-02543,HR,IC1,Remote,2023-05-01,31.5,False,M,41-50
EMP-02544,Product,Senior,San Francisco,2020-11-06,61.7,True,M,41-50
EMP-02545,Engineering,IC2,San Francisco,2023-02-16,34.0,False,F,41-50
EMP-02546,Sales,IC2,Remote,2023-05-26,30.7,True,M,31-40
EMP-02547,Product,IC2,New York,2021-03-02,57.8,True,F,41-50
EMP-02548,Operations,IC2,Austin,2023-12-08,24.1,True,F,51-60
EMP-02549,Engineering,IC1,New York,2020-04-23,68.3,True,M,51-60
EMP-02550,Customer Success,IC1,Seattle,2023-03-14,33.1,True,F,41-50
EMP-02551,Customer Success,IC1,Remote,2024-04-10,20.0,True,M,22-30
EMP-02552,Engineering,IC1,Seattle,2024-07-29,16.3,True,F,22-30
EMP-02553,Product,Manager,Remote,2020-10-29,62.0,True,F,51-60
EMP-02554,Operations,IC1,Seattle,2022-01-13,47.3,True,M,22-30
EMP-02555,Customer Success,IC1,Austin,2021-08-10,52.5,True,M,22-30
EMP-02556,Sales,IC2,Seattle,2022-09-13,39.2,True,F,22-30
EMP-02557,Product,IC2,San Francisco,2020-12-10,60.6,True,M,41-50
EMP-02558,Sales,IC1,San Francisco,2022-03-24,44.9,True,F,31-40
EMP-02559,HR,Senior,Austin,2022-03-11,45.4,True,M,31-40
EMP-02560,Product,Senior,New York,2022-10-21,37.9,True,M,22-30
EMP-02561,Finance,IC1,Remote,2023-03-16,33.0,True,F,41-50
EMP-02562,Engineering,IC1,San Francisco,2023-08-03,28.4,True,M,51-60
EMP-02563,Engineering,Manager,Austin,2024-08-04,16.1,True,F,22-30
EMP-02564,Product,Senior,Austin,2022-12-12,36.2,True,M,22-30
EMP-02565,Product,Senior,Seattle,2023-08-20,27.8,True,M,41-50
EMP-02566,Product,IC1,San Francisco,2022-12-28,35.6,True,F,41-50
EMP-02567,Sales,IC2,San Francisco,2020-12-26,60.0,True,F,41-50
EMP-02568,Product,IC2,San Francisco,2024-06-13,17.9,True,F,41-50
EMP-02569,Engineering,IC1,San Francisco,2023-05-28,30.6,True,F,51-60
EMP-02570,Product,IC2,Austin,2022-10-06,38.4,True,F,22-30
EMP-02571,Customer Success,IC2,Seattle,2021-12-04,48.6,True,F,22-30
EMP-02572,Sales,IC1,Austin,2021-07-28,52.9,True,M,41-50
EMP-02573,Sales,Senior,Remote,2024-05-27,18.4,True,F,41-50
EMP-02574,Marketing,Senior,New York,2023-03-30,32.6,True,M,31-40
EMP-02575,Customer Success,IC1,New York,2024-08-31,15.2,True,M,51-60
EMP-02576,Engineering,Senior,Seattle,2023-01-17,35.0,False,M,41-50
EMP-02577,HR,IC1,Remote,2021-11-18,49.1,False,M,41-50
EMP-02578,HR,Senior,Seattle,2022-02-19,46.0,False,F,22-30
EMP-02579,Marketing,IC1,New York,2021-08-07,52.6,True,M,22-30
EMP-02580,Engineering,IC1,Remote,2024-11-15,12.7,True,M,41-50
EMP-02581,HR,IC2,New York,2021-08-11,52.4,True,M,22-30
EMP-02582,Engineering,IC2,Austin,2023-03-28,32.6,True,M,22-30
EMP-02583,Marketing,Manager,San Francisco,2021-05-03,55.8,True,F,51-60
EMP-02584,Finance,IC2,Seattle,2022-08-28,39.7,True,M,51-60
EMP-02585,Engineering,IC1,Austin,2023-09-09,27.1,True,M,22-30
EMP-02586,Operations,IC2,Seattle,2024-06-21,17.6,True,M,41-50
EMP-02587,Engineering,IC2,Austin,2023-11-05,25.2,True,M,22-30
EMP-02588,Operations,IC1,Seattle,2023-01-30,34.5,False,F,31-40
EMP-02589,Sales,Senior,Remote,2021-05-08,55.6,True,M,41-50
EMP-02590,Engineering,Senior,Seattle,2024-07-25,16.5,True,M,41-50
EMP-02591,Engineering,Senior,New York,2024-06-25,17.5,True,M,22-30
EMP-02592,Customer Success,Manager,New York,2020-01-19,71.4,True,M,31-40
EMP-02593,Engineering,IC1,San Francisco,2024-01-17,22.8,True,NB,22-30
EMP-02594,Engineering,Senior,San Francisco,2024-02-14,21.9,True,M,51-60
EMP-02595,Product,IC2,San Francisco,2024-06-05,18.1,False,F,41-50
EMP-02596,Marketing,Senior,San Francisco,2021-01-31,58.8,True,F,31-40
EMP-02597,Sales,IC2,San Francisco,2022-09-27,38.7,True,M,22-30
EMP-02598,Engineering,Manager,San Francisco,2023-07-26,28.6,True,NB,31-40
EMP-02599,Product,Senior,New York,2022-04-30,43.7,True,F,41-50
EMP-02600,Engineering,Manager,Seattle,2023-10-20,25.8,True,F,41-50
EMP-02601,Engineering,Senior,Remote,2023-09-16,26.9,True,M,31-40
EMP-02602,Sales,Manager,New York,2024-07-22,16.6,True,F,51-60
EMP-02603,HR,Senior,Seattle,2023-09-29,26.5,True,M,31-40
EMP-02604,Engineering,IC2,San Francisco,2022-04-01,44.7,True,M,31-40
EMP-02605,Product,IC1,Remote,2021-03-30,56.9,True,F,31-40
EMP-02606,Product,IC2,Seattle,2024-06-12,17.9,True,F,31-40
EMP-02607,Customer Success,IC1,Austin,2021-12-25,47.9,True,M,51-60
EMP-02608,Customer Success,IC2,New York,2024-08-05,16.1,True,F,41-50
EMP-02609,Operations,IC2,Seattle,2022-12-24,35.8,True,F,31-40
EMP-02610,Engineering,IC2,Remote,2023-01-04,35.4,True,M,22-30
EMP-02611,Engineering,Manager,San Francisco,2021-12-11,48.4,True,M,22-30
EMP-02612,Product,Manager,Seattle,2020-05-22,67.3,False,M,31-40
EMP-02613,Product,IC1,Remote,2022-07-05,41.5,True,F,41-50
EMP-02614,Sales,IC2,New York,2022-04-07,44.5,False,F,41-50
EMP-02615,Finance,IC2,Remote,2021-08-27,51.9,True,M,22-30
EMP-02616,Operations,IC2,New York,2024-02-05,22.2,True,F,22-30
EMP-02617,Operations,Senior,Austin,2023-12-11,24.0,True,F,31-40
EMP-02618,Product,IC2,Remote,2020-10-31,61.9,True,F,51-60
EMP-02619,HR,IC2,Seattle,2022-01-05,47.5,True,M,31-40
EMP-02620,Product,Senior,Austin,2024-02-29,21.4,False,F,31-40
EMP-02621,Engineering,Senior,New York,2020-10-17,62.4,True,F,31-40
EMP-02622,HR,IC1,Seattle,2020-04-11,68.7,False,M,22-30
EMP-02623,Engineering,Senior,New York,2023-07-14,29.0,True,M,31-40
EMP-02624,Sales,IC2,Seattle,2022-05-16,43.2,True,F,41-50
EMP-02625,Product,IC1,Austin,2022-08-25,39.8,True,M,51-60
EMP-02626,HR,IC1,New York,2024-07-03,17.2,True,F,31-40
EMP-02627,Finance,IC2,Remote,2022-08-31,39.6,True,M,22-30
EMP-02628,Product,IC2,Seattle,2022-04-21,44.0,True,M,41-50
EMP-02629,Operations,IC1,New York,2022-08-19,40.0,True,M,41-50
EMP-02630,Product,Senior,Seattle,2022-07-30,40.7,False,M,22-30
EMP-02631,Sales,Senior,New York,2022-10-23,37.8,True,M,51-60
EMP-02632,HR,IC1,Austin,2020-03-25,69.2,True,F,41-50
EMP-02633,HR,IC1,Austin,2020-11-23,61.1,True,M,31-40
EMP-02634,Customer Success,Senior,Remote,2022-03-26,44.9,True,F,31-40
EMP-02635,Engineering,IC1,Remote,2024-01-13,22.9,True,M,41-50
EMP-02636,HR,Manager,Seattle,2021-03-29,56.9,True,M,41-50
EMP-02637,Marketing,IC2,San Francisco,2021-09-20,51.1,True,M,22-30
EMP-02638,Operations,IC1,Austin,2023-05-29,30.6,True,F,22-30
EMP-02639,Engineering,IC1,San Francisco,2023-03-23,32.8,True,M,22-30
EMP-02640,Finance,IC1,Seattle,2021-10-26,49.9,True,M,41-50
EMP-02641,Marketing,IC1,New York,2020-01-12,71.7,False,F,31-40
EMP-02642,Product,IC1,San Francisco,2023-03-02,33.5,True,M,31-40
EMP-02643,Sales,IC2,San Francisco,2020-10-30,61.9,True,M,41-50
EMP-02644,Product,IC1,Remote,2023-08-09,28.2,True,F,31-40
EMP-02645,Marketing,IC2,San Francisco,2022-09-01,39.6,True,F,41-50
EMP-02646,Operations,IC2,Seattle,2023-08-16,27.9,False,M,31-40
EMP-02647,Marketing,IC1,Seattle,2024-10-29,13.3,True,F,31-40
EMP-02648,Marketing,IC1,Remote,2022-02-21,46.0,True,F,31-40
EMP-02649,Sales,IC1,Remote,2020-02-12,70.6,True,F,51-60
EMP-02650,Engineering,IC1,Austin,2022-08-01,40.6,True,M,41-50
EMP-02651,Engineering,Senior,San Francisco,2020-12-08,60.6,False,NB,22-30
EMP-02652,Sales,IC1,Remote,2023-09-11,27.1,True,M,51-60
EMP-02653,Product,Senior,Austin,2021-05-12,55.5,True,F,41-50
EMP-02654,Engineering,IC2,Remote,2020-12-29,59.9,True,M,22-30
EMP-02655,Sales,IC2,Austin,2022-06-09,42.4,True,F,22-30
EMP-02656,Product,IC2,San Francisco,2021-03-02,57.8,True,M,31-40
EMP-02657,Product,Senior,San Francisco,2022-10-01,38.6,True,M,41-50
EMP-02658,Sales,IC1,Seattle,2020-01-21,71.4,True,F,41-50
EMP-02659,Engineering,IC1,Seattle,2021-02-10,58.5,True,M,31-40
EMP-02660,Customer Success,IC2,Austin,2021-09-10,51.4,True,M,31-40
EMP-02661,Operations,IC1,Remote,2022-10-11,38.2,True,F,22-30
EMP-02662,HR,IC2,Austin,2020-12-01,60.9,True,F,22-30
EMP-02663,Engineering,IC2,San Francisco,2023-02-14,34.0,True,M,31-40
EMP-02664,Finance,IC2,Seattle,2023-02-21,33.8,True,M,31-40
EMP-02665,Operations,IC2,Seattle,2021-02-02,58.8,True,F,31-40
EMP-02666,Finance,IC2,San Francisco,2022-03-03,45.6,True,F,51-60
EMP-02667,Engineering,Senior,San Francisco,2021-12-15,48.2,True,M,22-30
EMP-02668,Marketing,Senior,New York,2020-02-20,70.4,True,F,22-30
EMP-02669,Operations,IC2,Seattle,2020-11-19,61.3,True,F,22-30
EMP-02670,Marketing,Senior,Remote,2022-02-27,45.8,True,M,31-40
EMP-02671,Marketing,Senior,San Francisco,2020-05-20,67.4,True,M,41-50
EMP-02672,Sales,IC2,Remote,2021-04-14,56.4,True,M,31-40
EMP-02673,Sales,IC2,New York,2022-02-25,45.8,True,F,31-40
EMP-02674,Engineering,Senior,Seattle,2023-09-19,26.8,True,M,31-40
EMP-02675,Marketing,IC2,Austin,2022-08-21,39.9,True,M,31-40
EMP-02676,Engineering,IC1,Austin,2022-10-04,38.5,True,F,31-40
EMP-02677,Sales,Senior,New York,2021-01-07,59.6,True,M,41-50
EMP-02678,Product,IC1,New York,2024-05-06,19.1,True,F,22-30
EMP-02679,Sales,Senior,Seattle,2021-05-08,55.6,True,M,41-50
EMP-02680,Engineering,Senior,Austin,2024-04-11,20.0,True,F,31-40
EMP-02681,HR,Manager,Remote,2024-08-19,15.6,True,M,31-40
EMP-02682,Finance,IC1,Seattle,2022-01-20,47.0,True,M,31-40
EMP-02683,Engineering,IC2,Seattle,2023-03-25,32.7,True,F,51-60
EMP-02684,Engineering,IC2,Remote,2020-10-17,62.4,True,F,22-30
EMP-02685,Engineering,IC1,Seattle,2024-07-29,16.3,False,F,22-30
EMP-02686,Operations,IC1,Austin,2023-03-13,33.1,True,F,31-40
EMP-02687,Sales,IC2,New York,2020-04-15,68.5,False,M,41-50
EMP-02688,Sales,IC2,New York,2023-12-14,23.9,True,M,22-30
EMP-02689,Engineering,IC1,San Francisco,2021-10-31,49.7,True,F,51-60
EMP-02690,Marketing,IC2,Seattle,2024-08-08,16.0,False,F,41-50
EMP-02691,Operations,Senior,Seattle,2020-01-02,72.0,True,F,51-60
EMP-02692,Operations,Senior,Austin,2021-08-11,52.4,False,F,31-40
EMP-02693,Marketing,Manager,Austin,2021-10-05,50.6,True,M,41-50
EMP-02694,Engineering,IC2,Austin,2020-03-30,69.1,True,M,31-40
EMP-02695,Engineering,Manager,New York,2023-09-30,26.4,True,M,31-40
EMP-02696,Engineering,Senior,Seattle,2020-12-15,60.4,False,F,51-60
EMP-02697,Product,IC1,Seattle,2024-01-22,22.6,True,F,22-30
EMP-02698,Engineering,IC1,Remote,2023-07-10,29.2,True,F,51-60
EMP-02699,Product,IC2,San Francisco,2023-10-06,26.2,True,M,31-40
EMP-02700,Product,IC2,San Francisco,2023-02-05,34.3,True,M,51-60
EMP-02701,Customer Success,IC2,Seattle,2024-05-28,18.4,False,F,31-40
EMP-02702,Marketing,IC2,Seattle,2022-11-28,36.6,True,F,41-50
EMP-02703,Operations,Senior,San Francisco,2022-06-27,41.8,True,M,22-30
EMP-02704,HR,IC2,Remote,2020-06-07,66.8,True,F,31-40
EMP-02705,Engineering,IC1,Remote,2024-05-25,18.5,True,M,41-50
EMP-02706,Finance,Senior,Remote,2022-08-16,40.1,True,M,41-50
EMP-02707,Product,IC1,Remote,2020-11-07,61.7,True,F,22-30
EMP-02708,Marketing,Manager,Remote,2023-06-18,29.9,True,F,31-40
EMP-02709,Product,IC1,New York,2021-03-20,57.2,True,F,31-40
EMP-02710,Customer Success,Manager,Seattle,2020-10-24,62.1,False,M,22-30
EMP-02711,Product,IC1,Austin,2022-08-09,40.3,True,M,31-40
EMP-02712,Product,IC1,Seattle,2020-02-05,70.9,True,M,41-50
EMP-02713,Customer Success,IC1,Seattle,2023-01-12,35.1,True,M,31-40
EMP-02714,Engineering,Senior,Seattle,2024-01-15,22.9,True,M,31-40
EMP-02715,HR,Senior,New York,2024-12-03,12.1,True,M,51-60
EMP-02716,HR,IC2,San Francisco,2023-11-09,25.1,True,M,22-30
EMP-02717,Operations,Manager,Seattle,2023-04-10,32.2,True,M,31-40
EMP-02718,Customer Success,IC2,San Francisco,2023-10-31,25.4,True,F,41-50
EMP-02719,Customer Success,IC2,Remote,2024-09-04,15.1,True,F,41-50
EMP-02720,Engineering,Senior,New York,2023-10-17,25.9,True,F,41-50
EMP-02721,Operations,IC1,Remote,2021-07-12,53.4,False,M,41-50
EMP-02722,Marketing,IC2,Seattle,2022-06-09,42.4,True,M,22-30
EMP-02723,Marketing,Manager,Seattle,2020-05-20,67.4,True,M,31-40
EMP-02724,Engineering,Manager,New York,2022-06-05,42.5,True,M,41-50
EMP-02725,HR,Manager,San Francisco,2023-02-15,34.0,True,M,22-30
EMP-02726,Customer Success,Manager,Austin,2023-07-24,28.7,True,M,22-30
EMP-02727,Operations,IC1,Austin,2021-12-26,47.9,True,F,41-50
EMP-02728,Sales,Senior,Austin,2023-05-28,30.6,True,NB,41-50
EMP-02729,Engineering,IC2,Remote,2022-11-15,37.1,True,M,31-40
EMP-02730,Product,Manager,San Francisco,2021-06-04,54.7,True,F,51-60
EMP-02731,Operations,IC2,Seattle,2020-01-10,71.7,True,M,41-50
EMP-02732,HR,IC2,New York,2022-09-10,39.3,True,F,51-60
EMP-02733,Sales,IC2,Seattle,2021-01-12,59.5,True,F,51-60
EMP-02734,Engineering,IC1,Seattle,2024-07-14,16.8,True,F,31-40
EMP-02735,Sales,IC1,Seattle,2024-07-18,16.7,True,M,41-50
EMP-02736,Sales,Senior,San Francisco,2021-11-12,49.3,True,M,41-50
EMP-02737,Customer Success,Senior,Seattle,2021-08-06,52.6,True,M,41-50
EMP-02738,Marketing,IC1,Seattle,2020-05-31,67.0,True,M,41-50
EMP-02739,Product,Senior,Austin,2021-12-20,48.1,True,F,22-30
EMP-02740,Sales,IC2,New York,2022-12-08,36.3,True,F,22-30
EMP-02741,Engineering,IC2,Austin,2023-03-23,32.8,True,F,31-40
EMP-02742,Customer Success,IC1,Austin,2022-05-08,43.4,True,F,41-50
EMP-02743,Product,Senior,Seattle,2023-08-09,28.2,False,F,41-50
EMP-02744,Sales,Senior,Seattle,2024-05-22,18.6,True,M,31-40
EMP-02745,Product,IC2,Seattle,2020-02-19,70.4,True,M,31-40
EMP-02746,HR,IC2,Remote,2021-10-25,49.9,True,F,41-50
EMP-02747,HR,IC1,Austin,2021-06-14,54.4,True,M,31-40
EMP-02748,HR,IC2,Seattle,2024-06-23,17.5,True,M,22-30
EMP-02749,Product,IC1,San Francisco,2022-12-19,35.9,True,M,31-40
EMP-02750,Product,IC1,Remote,2023-04-05,32.4,True,F,51-60
EMP-02751,Engineering,Senior,New York,2023-05-10,31.2,True,F,41-50
EMP-02752,HR,Manager,Remote,2022-05-06,43.5,True,M,31-40
EMP-02753,Engineering,IC2,Seattle,2020-05-25,67.2,True,F,22-30
EMP-02754,Marketing,IC1,Seattle,2022-07-03,41.6,True,F,41-50
EMP-02755,Operations,IC2,Austin,2024-08-26,15.4,False,F,41-50
EMP-02756,Operations,Senior,Austin,2022-09-19,39.0,True,F,41-50
EMP-02757,Sales,Senior,Austin,2024-01-02,23.3,True,F,31-40
