sender_id,receiver_id,sender_dept,receiver_dept,interaction_type,duration_minutes,is_cross_department,week
EMP-04144,EMP-03900,Marketing,Marketing,meeting,2.3,False,2025-W14
EMP-03613,EMP-03114,Operations,Operations,meeting,12.3,False,2025-W28
EMP-00786,EMP-03029,Engineering,Engineering,meeting,1.4,False,2025-W29
EMP-00425,EMP-00912,Operations,Product,meeting,2.8,True,2025-W36
EMP-02627,EMP-00801,Finance,Operations,chat,2.1,True,2025-W34
EMP-03458,EMP-03160,Operations,Operations,email,5.8,False,2025-W23
EMP-01059,EMP-02705,Engineering,Engineering,chat,4.1,False,2025-W19
EMP-02143,EMP-02226,Engineering,Engineering,meeting,81.6,False,2025-W05
EMP-00234,EMP-04407,HR,HR,meeting,3.2,False,2025-W23
EMP-00409,EMP-00300,Engineering,Engineering,chat,1.5,False,2025-W36
EMP-02239,EMP-02766,Engineering,Engineering,email,5.8,False,2025-W31
EMP-03409,EMP-00816,Engineering,Engineering,email,0.5,False,2025-W26
EMP-03318,EMP-00444,Engineering,Engineering,chat,0.3,False,2025-W21
EMP-00118,EMP-02312,Sales,Sales,email,0.1,False,2025-W31
EMP-01417,EMP-02661,Operations,Operations,email,1.6,False,2025-W11
EMP-02301,EMP-03255,Operations,Sales,email,4.5,True,2025-W16
EMP-02902,EMP-00845,Finance,Customer Success,meeting,21.6,True,2025-W23
EMP-02712,EMP-04837,Product,Product,email,0.4,False,2025-W17
EMP-01290,EMP-01539,Engineering,Engineering,email,10.6,False,2025-W07
EMP-01537,EMP-04763,Engineering,Engineering,meeting,11.9,False,2025-W19
EMP-00452,EMP-01180,Product,Product,email,2.5,False,2025-W34
EMP-03479,EMP-01230,Engineering,Engineering,email,4.6,False,2025-W35
EMP-01871,EMP-00006,Engineering,Engineering,email,5.0,False,2025-W24
EMP-00654,EMP-02364,Marketing,Marketing,email,0.1,False,2025-W26
EMP-02508,EMP-02363,Sales,Product,email,12.2,True,2025-W39
EMP-03378,EMP-00681,Product,Product,chat,0.5,False,2025-W34
EMP-00883,EMP-04426,Engineering,Engineering,chat,5.1,False,2025-W37
EMP-04418,EMP-02166,Product,Product,meeting,8.0,False,2025-W27
EMP-02723,EMP-04770,Marketing,Marketing,meeting,35.0,False,2025-W04
EMP-00777,EMP-00165,Finance,Finance,email,3.3,False,2025-W32
EMP-00719,EMP-00542,Product,Product,email,7.6,False,2025-W37
EMP-02134,EMP-02992,Engineering,Engineering,email,6.7,False,2025-W01
EMP-00534,EMP-03170,Operations,Operations,meeting,25.9,False,2025-W26
EMP-04191,EMP-03701,Marketing,Marketing,email,9.4,False,2025-W37
EMP-02593,EMP-00535,Engineering,Engineering,chat,4.0,False,2025-W07
EMP-01984,EMP-03736,Engineering,Engineering,chat,7.8,False,2025-W37
EMP-00765,EMP-02890,Marketing,Marketing,chat,4.5,False,2025-W29
EMP-03866,EMP-01468,Sales,Sales,email,3.9,False,2025-W31
EMP-01697,EMP-03797,HR,HR,chat,0.4,False,2025-W16
EMP-02657,EMP-02628,Product,Product,meeting,60.7,False,2025-W29
EMP-04580,EMP-01867,Sales,Sales,email,8.7,False,2025-W39
EMP-03491,EMP-04183,HR,Sales,email,6.3,True,2025-W16
EMP-00191,EMP-04591,Engineering,Engineering,meeting,47.8,False,2025-W17
EMP-04853,EMP-02425,Engineering,Engineering,email,0.1,False,2025-W16
EMP-04239,EMP-04206,Engineering,Engineering,email,4.8,False,2025-W36
EMP-04882,EMP-02879,Operations,Operations,email,1.6,False,2025-W29
EMP-00500,EMP-00180,Sales,Sales,meeting,41.3,False,2025-W34
EMP-04600,EMP-02503,Sales,Sales,chat,0.8,False,2025-W28
EMP-02676,EMP-01023,Engineering,Engineering,meeting,72.4,False,2025-W05
EMP-01829,EMP-02457,Product,Operations,email,1.2,True,2025-W18
EMP-03688,EMP-02025,Marketing,Marketing,email,1.9,False,2025-W26
EMP-03028,EMP-01512,Sales,Sales,meeting,69.4,False,2025-W35
EMP-03741,EMP-03811,Product,Product,email,4.6,False,2025-W28
EMP-03612,EMP-01938,Product,Product,meeting,34.9,False,2025-W12
EMP-00104,EMP-01122,HR,HR,chat,3.6,False,2025-W21
EMP-00725,EMP-01020,Engineering,Engineering,chat,5.1,False,2025-W02
EMP-04104,EMP-03455,Product,Product,meeting,25.3,False,2025-W13
EMP-01805,EMP-00326,Operations,Operations,email,0.6,False,2025-W06
EMP-01677,EMP-03104,Marketing,Marketing,meeting,12.8,False,2025-W39
EMP-03759,EMP-01669,Operations,Operations,meeting,24.5,False,2025-W35
EMP-04795,EMP-01143,Sales,Sales,chat,2.1,False,2025-W20
EMP-03437,EMP-01989,Customer Success,Customer Success,meeting,97.0,False,2025-W23
EMP-04481,EMP-00860,Customer Success,HR,email,26.1,True,2025-W28
EMP-03171,EMP-01371,Operations,Operations,chat,2.7,False,2025-W28
EMP-02639,EMP-04318,Engineering,Engineering,email,2.2,False,2025-W25
EMP-01757,EMP-02096,Customer Success,Finance,chat,0.2,True,2025-W29
EMP-00187,EMP-03364,Engineering,Operations,email,21.1,True,2025-W34
EMP-00771,EMP-02115,Engineering,Customer Success,email,0.2,True,2025-W30
EMP-00123,EMP-02908,Product,Product,email,6.1,False,2025-W05
EMP-01860,EMP-02845,Sales,Sales,meeting,6.2,False,2025-W02
EMP-01836,EMP-03143,Engineering,Engineering,email,11.9,False,2025-W03
EMP-03503,EMP-02252,Customer Success,Product,chat,0.0,True,2025-W22
EMP-02161,EMP-03533,Sales,Sales,chat,1.8,False,2025-W17
EMP-04224,EMP-03365,Engineering,Engineering,email,9.6,False,2025-W15
EMP-00813,EMP-04745,Marketing,Engineering,meeting,57.1,True,2025-W21
EMP-00154,EMP-03528,Operations,Operations,email,5.5,False,2025-W26
EMP-04397,EMP-04080,Engineering,Engineering,meeting,13.4,False,2025-W03
EMP-00356,EMP-00483,Finance,Operations,meeting,15.5,True,2025-W08
EMP-00492,EMP-04178,Engineering,Engineering,email,10.9,False,2025-W11
EMP-03654,EMP-02548,Operations,Operations,email,2.3,False,2025-W17
EMP-03606,EMP-02221,Sales,Sales,email,7.1,False,2025-W03
EMP-01364,EMP-02120,Operations,Operations,email,2.4,False,2025-W22
EMP-01261,EMP-04588,Engineering,Engineering,email,6.6,False,2025-W34
EMP-04418,EMP-01522,Product,Product,chat,6.6,False,2025-W28
EMP-03706,EMP-02174,Engineering,Sales,email,7.6,True,2025-W32
EMP-02261,EMP-02394,Marketing,Marketing,chat,1.2,False,2025-W10
EMP-03533,EMP-02275,Sales,Sales,email,0.7,False,2025-W27
EMP-01838,EMP-00183,Customer Success,Product,email,13.7,True,2025-W21
EMP-04110,EMP-03533,Product,Sales,email,6.2,True,2025-W34
EMP-04543,EMP-02526,Product,Product,meeting,12.9,False,2025-W07
EMP-03081,EMP-04651,Engineering,Engineering,chat,0.9,False,2025-W04
EMP-00709,EMP-02479,Product,Product,meeting,23.9,False,2025-W18
EMP-01526,EMP-01791,Operations,Operations,chat,0.6,False,2025-W02
EMP-01562,EMP-00640,Marketing,Marketing,meeting,18.5,False,2025-W14
EMP-00734,EMP-03105,Product,Product,email,1.3,False,2025-W24
EMP-02827,EMP-01171,HR,HR,chat,2.8,False,2025-W01
EMP-04570,EMP-02340,HR,HR,email,2.1,False,2025-W30
EMP-04348,EMP-01866,Customer Success,Customer Success,meeting,21.1,False,2025-W32
EMP-02471,EMP-04585,Sales,Engineering,meeting,30.0,True,2025-W35
EMP-03373,EMP-01891,Engineering,Engineering,meeting,6.4,False,2025-W35
EMP-04425,EMP-02644,Product,Product,chat,4.9,False,2025-W37
EMP-01982,EMP-02127,Engineering,Engineering,email,5.5,False,2025-W01
EMP-04334,EMP-03708,Customer Success,Customer Success,meeting,3.1,False,2025-W33
EMP-03508,EMP-03592,HR,Engineering,email,17.2,True,2025-W38
EMP-01546,EMP-03763,Engineering,Engineering,chat,4.0,False,2025-W01
EMP-03598,EMP-01373,Marketing,Marketing,meeting,43.5,False,2025-W02
EMP-01559,EMP-04567,Engineering,Engineering,chat,1.8,False,2025-W31
EMP-01223,EMP-02752,HR,HR,chat,2.9,False,2025-W17
EMP-01325,EMP-03122,Marketing,Operations,meeting,106.8,True,2025-W23
EMP-02203,EMP-00658,Sales,Engineering,chat,0.1,True,2025-W10
EMP-04554,EMP-02505,Engineering,Engineering,email,0.7,False,2025-W22
EMP-04106,EMP-04783,HR,HR,chat,1.2,False,2025-W22
EMP-00142,EMP-01957,Product,Engineering,chat,1.2,True,2025-W09
EMP-02766,EMP-02371,Engineering,Engineering,chat,1.9,False,2025-W20
EMP-02294,EMP-01601,Operations,Operations,email,7.5,False,2025-W24
EMP-00057,EMP-01887,Product,Product,email,5.0,False,2025-W13
EMP-02120,EMP-03475,Operations,Customer Success,meeting,133.6,True,2025-W23
EMP-04032,EMP-04441,Sales,Engineering,email,4.8,True,2025-W19
EMP-00226,EMP-01925,Engineering,Engineering,chat,2.8,False,2025-W29
EMP-02363,EMP-03232,Product,Product,meeting,7.3,False,2025-W05
EMP-02769,EMP-02134,Engineering,Engineering,meeting,4.1,False,2025-W39
EMP-02771,EMP-01951,Operations,Operations,chat,0.5,False,2025-W26
EMP-01895,EMP-03774,Engineering,Engineering,email,0.7,False,2025-W20
EMP-00630,EMP-02375,Marketing,Marketing,email,0.4,False,2025-W33
EMP-03642,EMP-03238,Engineering,Engineering,chat,0.8,False,2025-W02
EMP-02780,EMP-00772,Marketing,Operations,meeting,4.2,True,2025-W38
EMP-00178,EMP-00630,Marketing,Marketing,chat,2.3,False,2025-W13
EMP-02427,EMP-01989,Customer Success,Customer Success,email,1.6,False,2025-W10
EMP-01917,EMP-02214,HR,Engineering,email,0.8,True,2025-W10
EMP-03468,EMP-00789,Engineering,Engineering,meeting,6.8,False,2025-W06
EMP-03249,EMP-00201,Product,Product,chat,0.8,False,2025-W24
EMP-01060,EMP-02928,Product,Engineering,meeting,14.0,True,2025-W34
EMP-00116,EMP-02988,Marketing,Marketing,meeting,41.7,False,2025-W12
EMP-00194,EMP-04695,HR,Finance,meeting,14.9,True,2025-W08
EMP-03795,EMP-02679,Operations,Sales,email,6.0,True,2025-W20
EMP-01941,EMP-03116,Engineering,Engineering,meeting,38.2,False,2025-W09
EMP-04980,EMP-02047,Sales,Engineering,email,0.3,True,2025-W31
EMP-02763,EMP-04013,Sales,Sales,email,8.5,False,2025-W36
EMP-02871,EMP-04791,Finance,Sales,email,2.7,True,2025-W03
EMP-04878,EMP-00706,Sales,Sales,meeting,5.7,False,2025-W25
EMP-00894,EMP-04246,Engineering,Engineering,chat,5.7,False,2025-W24
EMP-00923,EMP-04272,HR,Operations,email,1.6,True,2025-W26
EMP-02500,EMP-00513,Customer Success,Customer Success,meeting,8.7,False,2025-W33
EMP-04381,EMP-00773,Engineering,Engineering,email,1.1,False,2025-W07
EMP-01164,EMP-01985,Product,Product,email,0.9,False,2025-W25
EMP-02403,EMP-02301,Operations,Operations,chat,7.7,False,2025-W18
EMP-03656,EMP-04777,Operations,Operations,meeting,6.6,False,2025-W17
EMP-04319,EMP-04893,Sales,Sales,chat,0.1,False,2025-W38
EMP-01159,EMP-04652,Engineering,Engineering,email,1.7,False,2025-W13
EMP-04232,EMP-02319,Sales,Sales,chat,1.5,False,2025-W08
EMP-04528,EMP-00891,Engineering,Finance,email,3.2,True,2025-W22
EMP-03781,EMP-04741,HR,HR,meeting,106.6,False,2025-W32
EMP-02033,EMP-00094,Engineering,Engineering,meeting,23.0,False,2025-W04
EMP-01333,EMP-02759,Engineering,Engineering,meeting,15.1,False,2025-W22
EMP-00519,EMP-01350,Engineering,Engineering,email,6.1,False,2025-W26
EMP-00067,EMP-03281,Sales,Sales,meeting,29.4,False,2025-W33
EMP-03936,EMP-00099,Operations,Operations,meeting,59.1,False,2025-W08
EMP-04790,EMP-02503,Product,Sales,chat,0.7,True,2025-W27
EMP-00729,EMP-01408,Sales,Sales,email,1.6,False,2025-W34
EMP-03138,EMP-04906,Operations,Operations,meeting,27.1,False,2025-W39
EMP-04227,EMP-02261,Marketing,Marketing,email,3.3,False,2025-W04
EMP-03050,EMP-02652,Sales,Sales,email,11.7,False,2025-W22
EMP-02471,EMP-03930,Sales,Sales,email,6.3,False,2025-W10
EMP-00614,EMP-02898,HR,HR,email,11.7,False,2025-W27
EMP-00158,EMP-00123,Engineering,Product,email,2.5,True,2025-W17
EMP-00125,EMP-01026,Operations,Operations,meeting,26.7,False,2025-W09
EMP-02390,EMP-02497,Sales,Sales,meeting,2.6,False,2025-W07
EMP-00429,EMP-01408,Sales,Sales,chat,0.0,False,2025-W26
EMP-01238,EMP-04430,Engineering,Engineering,meeting,5.2,False,2025-W26
EMP-02184,EMP-03963,Product,Sales,meeting,41.5,True,2025-W36
EMP-03670,EMP-03736,Engineering,Engineering,email,4.5,False,2025-W01
EMP-04025,EMP-00276,Engineering,Engineering,email,2.3,False,2025-W24
EMP-00384,EMP-02437,Engineering,Engineering,meeting,65.3,False,2025-W11
EMP-02253,EMP-01154,Product,Product,chat,6.8,False,2025-W15
EMP-01150,EMP-04245,Operations,Operations,email,1.6,False,2025-W28
EMP-00002,EMP-04455,Operations,Operations,email,1.5,False,2025-W12
EMP-04942,EMP-03508,HR,HR,chat,1.4,False,2025-W16
EMP-01930,EMP-00063,Engineering,Engineering,email,4.1,False,2025-W01
EMP-03207,EMP-04019,Operations,Sales,meeting,3.3,True,2025-W29
EMP-01250,EMP-01933,Sales,Sales,chat,1.0,False,2025-W35
EMP-00100,EMP-00265,HR,Finance,email,8.6,True,2025-W31
EMP-00484,EMP-00016,Finance,Finance,meeting,34.9,False,2025-W16
EMP-01247,EMP-04610,Product,Product,meeting,74.5,False,2025-W28
EMP-00966,EMP-00831,Operations,Finance,email,7.9,True,2025-W10
EMP-00930,EMP-00407,Product,Product,chat,2.1,False,2025-W14
EMP-04622,EMP-04751,Sales,Marketing,email,0.3,True,2025-W15
EMP-01619,EMP-04212,Operations,Finance,meeting,35.4,True,2025-W03
EMP-03990,EMP-01431,Engineering,Engineering,chat,0.7,False,2025-W39
EMP-00360,EMP-02038,HR,HR,email,7.8,False,2025-W07
EMP-00058,EMP-04818,Product,Product,email,7.7,False,2025-W38
EMP-01103,EMP-03371,Engineering,Engineering,meeting,4.5,False,2025-W23
EMP-01545,EMP-01444,Product,Product,email,0.9,False,2025-W29
EMP-02610,EMP-04745,Engineering,Engineering,email,1.0,False,2025-W32
EMP-04771,EMP-03485,Engineering,Engineering,email,0.6,False,2025-W06
EMP-01386,EMP-04856,Finance,Finance,email,1.9,False,2025-W29
EMP-04483,EMP-04797,Product,Product,meeting,35.4,False,2025-W33
EMP-03851,EMP-03231,Product,Product,chat,4.1,False,2025-W11
EMP-00100,EMP-02345,HR,Finance,chat,7.9,True,2025-W22
EMP-00379,EMP-01973,Sales,Sales,chat,6.0,False,2025-W12
EMP-00732,EMP-03118,Operations,Operations,email,3.4,False,2025-W06
EMP-02864,EMP-03696,Product,Sales,email,0.9,True,2025-W38
EMP-00157,EMP-01709,HR,HR,meeting,13.8,False,2025-W28
EMP-03284,EMP-03168,Engineering,Engineering,meeting,55.7,False,2025-W15
EMP-01278,EMP-02714,Engineering,Engineering,meeting,3.6,False,2025-W37
EMP-00096,EMP-01393,Sales,Sales,meeting,49.3,False,2025-W09
EMP-04391,EMP-00619,Engineering,Engineering,email,3.1,False,2025-W27
EMP-01972,EMP-00914,Product,Product,email,8.0,False,2025-W34
EMP-02640,EMP-02724,Finance,Engineering,chat,5.8,True,2025-W39
EMP-03574,EMP-04300,Engineering,Engineering,email,2.4,False,2025-W16
EMP-02948,EMP-04917,Engineering,Engineering,email,1.0,False,2025-W27
EMP-01844,EMP-00451,Operations,Marketing,email,0.7,True,2025-W35
EMP-03724,EMP-04972,HR,HR,meeting,1.8,False,2025-W39
EMP-00690,EMP-01027,Operations,Marketing,chat,0.0,True,2025-W33
EMP-03588,EMP-04681,Sales,Engineering,email,19.8,True,2025-W21
EMP-04901,EMP-00485,Engineering,Operations,email,2.5,True,2025-W26
EMP-03373,EMP-00764,Engineering,Engineering,email,0.7,False,2025-W19
EMP-01310,EMP-02783,Engineering,Engineering,meeting,12.2,False,2025-W26
EMP-01476,EMP-04556,Customer Success,Customer Success,email,0.7,False,2025-W24
EMP-03117,EMP-02477,Customer Success,Sales,email,3.8,True,2025-W01
EMP-03477,EMP-02317,Sales,Engineering,email,1.0,True,2025-W15
EMP-00169,EMP-00198,Product,Product,chat,0.2,False,2025-W28
EMP-01461,EMP-00807,Engineering,Marketing,chat,6.1,True,2025-W35
EMP-00891,EMP-03449,Finance,Finance,chat,0.7,False,2025-W21
EMP-00634,EMP-01507,Marketing,Marketing,email,0.7,False,2025-W19
EMP-00861,EMP-00860,HR,HR,meeting,11.6,False,2025-W28
EMP-03007,EMP-04415,Engineering,Engineering,meeting,59.9,False,2025-W05
EMP-04570,EMP-04294,HR,HR,email,3.5,False,2025-W03
EMP-02527,EMP-00113,Operations,Operations,email,3.2,False,2025-W09
EMP-02803,EMP-01059,Engineering,Engineering,meeting,75.5,False,2025-W08
EMP-04213,EMP-03830,Engineering,Engineering,email,5.6,False,2025-W05
EMP-00073,EMP-04759,Product,Product,meeting,7.5,False,2025-W13
EMP-00970,EMP-04104,Product,Product,meeting,5.8,False,2025-W07
EMP-03558,EMP-02820,Customer Success,Product,meeting,28.5,True,2025-W19
EMP-04003,EMP-01021,Engineering,Engineering,meeting,6.6,False,2025-W17
EMP-02157,EMP-02824,Engineering,Engineering,email,10.2,False,2025-W03
EMP-01738,EMP-04267,HR,HR,email,2.1,False,2025-W20
EMP-03348,EMP-00028,Engineering,Engineering,email,4.2,False,2025-W23
EMP-03513,EMP-04832,Sales,Sales,chat,1.0,False,2025-W20
EMP-04352,EMP-03818,Engineering,Engineering,email,17.7,False,2025-W38
EMP-02036,EMP-01463,HR,Customer Success,email,18.7,True,2025-W33
EMP-03664,EMP-04342,Engineering,Engineering,meeting,18.4,False,2025-W30
EMP-00804,EMP-01278,Engineering,Engineering,email,11.0,False,2025-W15
EMP-02341,EMP-01596,Finance,Finance,email,11.0,False,2025-W07
EMP-01444,EMP-00510,Product,Product,email,0.2,False,2025-W01
EMP-00940,EMP-00991,Engineering,Sales,meeting,6.3,True,2025-W26
EMP-04933,EMP-03885,Customer Success,Customer Success,meeting,19.1,False,2025-W37
EMP-04112,EMP-00163,Marketing,Marketing,email,6.7,False,2025-W36
EMP-01622,EMP-04243,Product,Product,chat,1.1,False,2025-W39
EMP-02078,EMP-01171,Operations,HR,meeting,1.3,True,2025-W31
EMP-00294,EMP-03299,Product,Marketing,email,4.4,True,2025-W28
EMP-00603,EMP-00756,Customer Success,Product,email,9.3,True,2025-W17
EMP-01954,EMP-02003,Sales,Marketing,meeting,41.1,True,2025-W29
EMP-04555,EMP-01738,HR,HR,email,0.5,False,2025-W33
EMP-02290,EMP-04544,Engineering,Engineering,chat,2.0,False,2025-W22
EMP-04450,EMP-03113,Sales,Sales,meeting,9.2,False,2025-W31
EMP-02426,EMP-00734,Product,Product,meeting,66.8,False,2025-W28
EMP-03194,EMP-02983,Finance,Finance,chat,2.5,False,2025-W31
EMP-00918,EMP-03803,Engineering,Engineering,email,1.9,False,2025-W10
EMP-00073,EMP-02750,Product,Product,email,19.2,False,2025-W34
EMP-03702,EMP-04234,Engineering,Engineering,email,7.2,False,2025-W12
EMP-04134,EMP-01154,Product,Product,email,11.2,False,2025-W22
EMP-04216,EMP-02244,Sales,Sales,chat,1.6,False,2025-W26
EMP-04099,EMP-03146,Finance,Finance,email,5.6,False,2025-W01
EMP-02977,EMP-04753,Product,Product,email,3.1,False,2025-W02
EMP-04442,EMP-03147,Sales,Sales,meeting,6.0,False,2025-W19
EMP-01459,EMP-00308,Product,Product,meeting,39.0,False,2025-W16
EMP-02019,EMP-03249,Product,Product,email,5.0,False,2025-W09
EMP-03911,EMP-01884,Engineering,Engineering,email,1.9,False,2025-W25
EMP-00354,EMP-01435,Operations,Operations,meeting,14.5,False,2025-W17
EMP-01505,EMP-04262,Engineering,Engineering,meeting,101.8,False,2025-W03
EMP-03193,EMP-04544,HR,Engineering,email,1.9,True,2025-W05
EMP-00241,EMP-00455,Product,Product,email,0.1,False,2025-W21
EMP-01965,EMP-02913,Operations,Operations,meeting,46.6,False,2025-W18
EMP-00409,EMP-03819,Engineering,Product,chat,3.1,True,2025-W15
EMP-04444,EMP-01999,Customer Success,Customer Success,meeting,11.0,False,2025-W18
EMP-02918,EMP-02417,Operations,Operations,email,1.6,False,2025-W06
EMP-00149,EMP-02443,HR,Finance,email,1.2,True,2025-W32
EMP-02056,EMP-04886,Engineering,Engineering,meeting,135.0,False,2025-W31
EMP-02533,EMP-04780,Marketing,Marketing,email,2.1,False,2025-W04
EMP-01401,EMP-03067,Product,Product,email,13.3,False,2025-W12
EMP-03307,EMP-04950,Engineering,Engineering,chat,3.1,False,2025-W33
EMP-02493,EMP-01118,Customer Success,Product,chat,0.7,True,2025-W30
EMP-01490,EMP-04548,Engineering,Engineering,chat,0.0,False,2025-W16
EMP-03172,EMP-01736,Engineering,Engineering,email,18.3,False,2025-W38
EMP-03430,EMP-03655,Marketing,Finance,email,0.3,True,2025-W23
EMP-01042,EMP-02522,Sales,Finance,email,7.5,True,2025-W37
EMP-02266,EMP-04305,Sales,Sales,email,0.9,False,2025-W35
EMP-03321,EMP-04644,Engineering,Engineering,meeting,42.6,False,2025-W20
EMP-02372,EMP-00320,Product,Product,email,5.3,False,2025-W16
EMP-04641,EMP-00311,Product,Product,email,2.8,False,2025-W10
EMP-00441,EMP-02822,Product,Product,chat,0.6,False,2025-W10
EMP-01361,EMP-04902,Sales,Sales,meeting,2.0,False,2025-W14
EMP-02398,EMP-01907,Sales,Sales,email,12.5,False,2025-W22
EMP-03093,EMP-03437,Customer Success,Customer Success,email,5.4,False,2025-W22
EMP-02045,EMP-04296,Engineering,Engineering,chat,3.6,False,2025-W37
EMP-04224,EMP-03922,Engineering,Engineering,email,4.1,False,2025-W27
EMP-01631,EMP-03104,Marketing,Marketing,email,3.7,False,2025-W03
EMP-02536,EMP-02400,Customer Success,Customer Success,email,3.9,False,2025-W26
EMP-01351,EMP-00267,Engineering,Engineering,chat,0.5,False,2025-W37
EMP-00262,EMP-04875,Engineering,Engineering,meeting,71.6,False,2025-W14
EMP-02119,EMP-01455,Sales,Sales,chat,2.7,False,2025-W02
EMP-01486,EMP-02088,Operations,Operations,meeting,5.6,False,2025-W24
EMP-00128,EMP-02773,Customer Success,Engineering,meeting,20.4,True,2025-W18
EMP-02391,EMP-03978,Sales,Sales,email,1.3,False,2025-W27
EMP-00078,EMP-01277,Product,Product,email,6.7,False,2025-W19
EMP-01290,EMP-00189,Engineering,Engineering,chat,0.7,False,2025-W21
EMP-04810,EMP-00823,Marketing,Marketing,email,0.4,False,2025-W11
EMP-01561,EMP-02167,HR,Marketing,chat,5.3,True,2025-W16
EMP-02057,EMP-03119,Finance,Finance,meeting,6.4,False,2025-W04
EMP-03867,EMP-02424,Engineering,Engineering,chat,3.7,False,2025-W11
EMP-02232,EMP-02611,Engineering,Engineering,email,4.1,False,2025-W39
EMP-00048,EMP-04153,Engineering,Product,chat,3.4,True,2025-W07
EMP-00849,EMP-03695,Marketing,Marketing,email,6.9,False,2025-W32
EMP-03095,EMP-00965,Product,Product,meeting,9.4,False,2025-W09
EMP-03095,EMP-02008,Product,Operations,meeting,18.1,True,2025-W21
EMP-03482,EMP-01024,Sales,Sales,chat,2.7,False,2025-W21
EMP-01847,EMP-00143,Engineering,Engineering,email,10.6,False,2025-W37
EMP-01012,EMP-02019,Product,Product,email,4.0,False,2025-W01
EMP-03383,EMP-00760,Product,Engineering,meeting,35.8,True,2025-W02
EMP-00803,EMP-01350,Engineering,Engineering,email,1.5,False,2025-W27
EMP-03773,EMP-04892,Operations,Product,chat,1.3,True,2025-W01
EMP-03517,EMP-03588,Sales,Sales,email,9.3,False,2025-W06
EMP-01882,EMP-01463,Customer Success,Customer Success,meeting,33.4,False,2025-W34
EMP-01337,EMP-04467,HR,Sales,meeting,14.6,True,2025-W28
EMP-03245,EMP-02004,Engineering,Engineering,email,4.7,False,2025-W37
EMP-02840,EMP-03911,Engineering,Engineering,meeting,16.0,False,2025-W26
EMP-04914,EMP-01808,Marketing,HR,meeting,13.3,True,2025-W31
EMP-02741,EMP-01621,Engineering,Engineering,email,3.6,False,2025-W21
EMP-00795,EMP-00177,Sales,HR,meeting,29.4,True,2025-W06
EMP-01611,EMP-02506,Customer Success,Customer Success,meeting,21.6,False,2025-W13
EMP-00717,EMP-03525,Finance,Finance,meeting,104.6,False,2025-W06
EMP-00550,EMP-04882,Engineering,Operations,chat,4.8,True,2025-W20
EMP-04787,EMP-00462,Engineering,Engineering,email,1.2,False,2025-W28
EMP-02082,EMP-03505,Sales,Sales,chat,9.2,False,2025-W37
EMP-03241,EMP-01567,Product,Product,meeting,1.4,False,2025-W03
EMP-00702,EMP-01593,Sales,Sales,chat,6.2,False,2025-W29
EMP-04800,EMP-04839,Engineering,Engineering,email,5.0,False,2025-W34
EMP-00915,EMP-00578,Marketing,Marketing,email,5.7,False,2025-W36
EMP-01534,EMP-02975,Marketing,Marketing,email,2.1,False,2025-W30
EMP-04971,EMP-02925,Sales,Marketing,email,1.4,True,2025-W14
EMP-03004,EMP-03240,Finance,Finance,meeting,25.2,False,2025-W31
EMP-01852,EMP-01982,Marketing,Engineering,email,2.6,True,2025-W13
EMP-02872,EMP-04050,Engineering,Engineering,meeting,18.6,False,2025-W07
EMP-03547,EMP-00302,Sales,Sales,email,10.2,False,2025-W36
EMP-02946,EMP-03725,Customer Success,Customer Success,meeting,11.9,False,2025-W15
EMP-02733,EMP-04769,Sales,Operations,email,0.0,True,2025-W06
EMP-03857,EMP-02069,HR,Customer Success,email,1.7,True,2025-W21
EMP-02459,EMP-02613,Product,Product,email,10.2,False,2025-W02
EMP-00820,EMP-04307,Engineering,Product,meeting,32.0,True,2025-W08
EMP-01166,EMP-01619,Operations,Operations,email,9.4,False,2025-W34
EMP-00190,EMP-03667,Customer Success,Customer Success,meeting,25.2,False,2025-W35
EMP-02362,EMP-00016,Finance,Finance,email,2.5,False,2025-W05
EMP-01911,EMP-01186,Finance,Finance,email,6.0,False,2025-W13
EMP-03025,EMP-00340,Operations,Operations,chat,0.6,False,2025-W02
EMP-03630,EMP-04492,Sales,Sales,email,0.9,False,2025-W39
EMP-04258,EMP-04460,Sales,Sales,email,1.7,False,2025-W30
EMP-03985,EMP-03251,Product,Product,meeting,22.6,False,2025-W12
EMP-03286,EMP-00216,Customer Success,Customer Success,email,3.5,False,2025-W30
EMP-03797,EMP-01554,HR,HR,chat,7.3,False,2025-W16
EMP-04338,EMP-02185,Marketing,Marketing,email,6.2,False,2025-W38
EMP-02752,EMP-01709,HR,HR,chat,0.3,False,2025-W23
EMP-02548,EMP-00066,Operations,Operations,chat,4.6,False,2025-W13
EMP-00816,EMP-01688,Engineering,Engineering,chat,11.3,False,2025-W01
EMP-01585,EMP-04159,Product,Product,email,4.1,False,2025-W39
EMP-03099,EMP-00789,Engineering,Engineering,meeting,49.8,False,2025-W13
EMP-01203,EMP-03053,Finance,Engineering,meeting,1.5,True,2025-W30
EMP-00287,EMP-04155,Sales,Sales,email,3.3,False,2025-W24
EMP-00945,EMP-03229,Sales,Sales,meeting,55.1,False,2025-W18
EMP-03191,EMP-03337,Sales,Engineering,email,1.7,True,2025-W37
EMP-01124,EMP-04044,Operations,Operations,email,4.4,False,2025-W14
EMP-02680,EMP-03489,Engineering,Engineering,email,7.6,False,2025-W06
EMP-02298,EMP-00364,Engineering,Engineering,meeting,35.0,False,2025-W21
EMP-01636,EMP-00949,Product,Product,meeting,58.2,False,2025-W31
